turn_id,pause_index,p_eot
hi__012,0,0.246463
hi__012,1,0.381622
hi__012,2,0.466342
hi__012,3,0.441812
hi__012,4,0.554068
hi__012,5,0.619247
hi__014,0,0.360538
hi__014,1,0.332690
hi__014,2,0.256477
hi__014,3,0.567017
hi__014,4,0.401937
hi__014,5,0.600864
hi__015,0,0.628022
hi__017,0,0.381036
hi__017,1,0.783346
hi__019,0,0.299080
hi__019,1,0.384284
hi__019,2,0.884640
hi__019,3,0.541281
hi__019,4,0.810417
hi__020,0,0.277571
hi__020,1,0.614587
hi__021,0,0.438880
hi__023,0,0.721489
hi__025,0,0.312379
hi__025,1,0.316108
hi__025,2,0.441551
hi__028,0,0.344657
hi__028,1,0.436011
hi__029,0,0.444506
hi__029,1,0.227173
hi__029,2,0.495341
hi__029,3,0.853699
hi__031,0,0.132247
hi__031,1,0.495748
hi__032,0,0.151853
hi__032,1,0.430813
hi__034,0,0.241288
hi__034,1,0.419407
hi__034,2,0.818566
hi__035,0,0.494421
hi__036,0,0.228112
hi__036,1,0.347889
hi__036,2,0.347655
hi__036,3,0.291971
hi__036,4,0.536567
hi__036,5,0.331673
hi__036,6,0.718822
hi__037,0,0.210057
hi__037,1,0.327084
hi__037,2,0.904535
hi__038,0,0.399639
hi__038,1,0.284667
hi__038,2,0.494321
hi__038,3,0.703002
hi__039,0,0.487619
hi__040,0,0.207762
hi__040,1,0.120684
hi__040,2,0.536876
hi__041,0,0.343536
hi__041,1,0.692261
hi__042,0,0.169612
hi__042,1,0.543030
hi__044,0,0.359831
hi__044,1,0.334496
hi__046,0,0.216262
hi__046,1,0.137404
hi__046,2,0.633595
hi__047,0,0.338605
hi__049,0,0.669476
hi__050,0,0.553172
hi__052,0,0.669131
hi__057,0,0.161936
hi__057,1,0.795519
hi__058,0,0.410102
hi__058,1,0.726277
hi__059,0,0.129909
hi__059,1,0.350615
hi__059,2,0.552814
hi__061,0,0.267213
hi__061,1,0.436304
hi__064,0,0.393053
hi__064,1,0.304249
hi__064,2,0.595593
hi__064,3,0.622991
hi__064,4,0.923247
hi__065,0,0.398429
hi__066,0,0.059737
hi__066,1,0.355346
hi__066,2,0.506297
hi__067,0,0.537770
hi__069,0,0.447620
hi__069,1,0.456373
hi__069,2,0.169268
hi__069,3,0.421222
hi__069,4,0.408127
hi__069,5,0.628065
hi__070,0,0.525466
hi__070,1,0.324183
hi__072,0,0.573224
hi__072,1,0.566187
hi__077,0,0.151583
hi__077,1,0.361819
hi__077,2,0.814697
hi__079,0,0.107998
hi__079,1,0.350916
hi__079,2,0.917852
hi__081,0,0.164775
hi__081,1,0.673288
hi__081,2,0.582203
hi__083,0,0.635948
hi__084,0,0.496949
hi__085,0,0.367837
hi__085,1,0.479017
hi__085,2,0.632571
hi__087,0,0.395733
hi__087,1,0.478945
hi__087,2,0.630212
hi__088,0,0.230512
hi__088,1,0.339050
hi__088,2,0.888612
hi__089,0,0.435481
hi__089,1,0.359432
hi__089,2,0.753334
hi__091,0,0.563008
hi__094,0,0.202286
hi__094,1,0.368566
hi__094,2,0.520426
hi__094,3,0.579026
hi__094,4,0.490753
hi__094,5,0.815823
hi__096,0,0.300748
hi__096,1,0.328366
hi__096,2,0.282720
hi__096,3,0.499167
hi__097,0,0.438836
hi__097,1,0.464167
hi__097,2,0.475401
hi__097,3,0.417715
hi__097,4,0.480127
hi__097,5,0.382864
hi__098,0,0.516250
