turn_id,pause_index,p_eot
hi__078,2,0.533658
hi__078,3,0.822815
hi__079,0,0.234899
hi__079,1,0.408081
hi__079,2,0.831891
hi__080,0,0.187631
hi__080,1,0.534826
hi__081,0,0.386686
hi__081,1,0.639721
hi__081,2,0.537254
hi__082,0,0.506228
hi__083,0,0.526660
hi__084,0,0.480556
hi__085,0,0.662798
hi__085,1,0.622835
hi__085,2,0.694903
hi__086,0,0.580740
hi__086,1,0.716990
hi__087,0,0.512672
hi__087,1,0.409075
hi__087,2,0.709016
hi__088,0,0.402352
hi__088,1,0.410550
hi__088,2,0.723351
hi__089,0,0.400626
hi__089,1,0.363772
hi__089,2,0.476188
hi__090,0,0.506830
hi__090,1,0.690571
hi__090,2,0.612432
hi__090,3,0.488273
hi__091,0,0.722528
hi__092,0,0.400617
hi__093,0,0.311092
hi__094,0,0.304857
hi__094,1,0.508709
hi__094,2,0.797282
hi__094,3,0.685632
hi__094,4,0.541312
hi__094,5,0.640436
hi__095,0,0.441621
hi__095,1,0.616409
hi__096,0,0.442416
hi__096,1,0.499515
hi__096,2,0.489858
hi__096,3,0.538978
hi__097,0,0.399599
hi__097,1,0.585398
hi__097,2,0.433590
hi__097,3,0.658510
hi__097,4,0.541479
hi__097,5,0.380246
hi__098,0,0.215509
hi__099,0,0.407200
hi__099,1,0.563349
