turn_id,pause_index,p_eot
hi__036,4,0.780691
hi__036,5,0.838538
hi__036,6,0.812828
hi__037,0,0.306627
hi__037,1,0.476474
hi__037,2,0.914834
hi__038,0,0.485575
hi__038,1,0.218880
hi__038,2,0.395398
hi__038,3,0.562247
hi__039,0,0.507204
hi__040,0,0.228404
hi__040,1,0.194358
hi__040,2,0.268976
hi__041,0,0.340288
hi__041,1,0.611725
hi__042,0,0.186030
hi__042,1,0.575494
hi__043,0,0.496098
hi__043,1,0.555606
hi__044,0,0.293493
hi__044,1,0.208855
hi__045,0,0.520795
hi__045,1,0.701001
hi__046,0,0.383703
hi__046,1,0.600040
hi__046,2,0.474965
hi__047,0,0.471047
hi__048,0,0.440241
hi__049,0,0.560861
hi__050,0,0.464323
hi__051,0,0.244053
hi__051,1,0.753779
hi__051,2,0.704611
hi__052,0,0.525533
hi__053,0,0.232393
hi__053,1,0.372921
hi__053,2,0.439335
hi__054,0,0.254696
hi__054,1,0.770644
hi__055,0,0.347659
hi__055,1,0.512765
hi__056,0,0.564894
hi__057,0,0.193481
hi__057,1,0.813223
hi__058,0,0.389530
hi__058,1,0.481412
hi__059,0,0.172633
hi__059,1,0.516607
hi__059,2,0.623881
hi__060,0,0.460344
hi__060,1,0.174561
hi__061,0,0.321574
hi__061,1,0.508120
hi__062,0,0.685495
hi__063,0,0.132076
hi__063,1,0.536051
hi__063,2,0.520461
hi__063,3,0.833144
hi__064,0,0.389399
hi__064,1,0.311609
hi__064,2,0.525888
hi__064,3,0.398245
hi__064,4,0.872786
hi__065,0,0.280495
hi__066,0,0.288425
hi__066,1,0.666861
hi__066,2,0.801775
hi__067,0,0.572666
hi__068,0,0.801233
hi__069,0,0.541550
hi__069,1,0.495456
hi__069,2,0.205606
hi__069,3,0.420950
hi__069,4,0.324838
hi__069,5,0.572405
hi__070,0,0.573966
hi__070,1,0.549866
hi__071,0,0.111694
hi__071,1,0.216286
hi__071,2,0.471444
hi__072,0,0.793611
hi__072,1,0.552362
hi__073,0,0.116647
hi__073,1,0.443980
hi__073,2,0.479738
hi__073,3,0.779649
hi__073,4,0.834342
hi__073,5,0.560450
hi__074,0,0.641149
hi__074,1,0.477550
hi__075,0,0.198794
hi__075,1,0.606866
hi__076,0,0.513580
hi__077,0,0.170222
hi__077,1,0.300624
hi__077,2,0.642905
hi__078,0,0.586049
hi__078,1,0.598331
hi__078,2,0.591360
hi__078,3,0.873228
hi__079,0,0.383432
hi__079,1,0.462026
hi__079,2,0.892084
hi__080,0,0.228293
hi__080,1,0.636377
hi__081,0,0.334447
hi__081,1,0.639337
hi__081,2,0.550301
hi__082,0,0.491833
hi__083,0,0.637351
hi__084,0,0.546006
hi__085,0,0.663077
hi__085,1,0.480280
hi__085,2,0.660909
hi__086,0,0.678646
hi__086,1,0.678305
hi__087,0,0.698020
hi__087,1,0.371033
hi__087,2,0.898878
hi__088,0,0.567572
hi__088,1,0.372441
hi__088,2,0.929881
hi__089,0,0.396330
hi__089,1,0.287543
hi__089,2,0.404699
hi__090,0,0.546236
hi__090,1,0.421456
hi__090,2,0.703836
hi__090,3,0.274134
hi__091,0,0.622670
hi__092,0,0.104679
hi__093,0,0.448945
hi__094,0,0.315235
hi__094,1,0.534641
hi__094,2,0.739831
hi__094,3,0.563682
hi__094,4,0.422076
hi__094,5,0.848270
hi__095,0,0.595677
hi__095,1,0.656252
hi__096,0,0.368142
hi__096,1,0.671200
hi__096,2,0.506830
hi__096,3,0.676416
hi__097,0,0.395676
hi__097,1,0.697674
hi__097,2,0.574115
hi__097,3,0.573115
hi__097,4,0.588087
hi__097,5,0.436859
hi__098,0,0.435645
hi__099,0,0.367663
hi__099,1,0.825101
