turn_id,pause_index,p_eot
hi__068,0,0.771210
hi__069,0,0.511798
hi__069,1,0.482539
hi__069,2,0.317651
hi__069,3,0.554232
hi__069,4,0.404148
hi__069,5,0.598883
hi__070,0,0.488781
hi__070,1,0.519184
hi__071,0,0.126533
hi__071,1,0.259988
hi__071,2,0.619262
hi__072,0,0.617755
hi__072,1,0.607439
hi__073,0,0.216210
hi__073,1,0.478737
hi__073,2,0.456075
hi__073,3,0.664724
hi__073,4,0.540816
hi__073,5,0.615377
hi__074,0,0.384016
hi__074,1,0.397072
hi__075,0,0.221207
hi__075,1,0.585446
hi__076,0,0.627199
hi__077,0,0.274875
hi__077,1,0.355116
hi__077,2,0.696634
hi__078,0,0.471560
hi__078,1,0.511169
hi__078,2,0.645713
hi__078,3,0.899996
hi__079,0,0.197311
hi__079,1,0.296669
hi__079,2,0.847530
hi__080,0,0.188678
hi__080,1,0.563839
hi__081,0,0.303406
hi__081,1,0.630619
hi__081,2,0.637424
hi__082,0,0.603415
hi__083,0,0.638431
hi__084,0,0.555840
hi__085,0,0.556655
hi__085,1,0.502459
hi__085,2,0.671578
hi__086,0,0.506842
hi__086,1,0.681736
hi__087,0,0.510774
hi__087,1,0.414504
hi__087,2,0.788211
hi__088,0,0.304337
hi__088,1,0.280522
hi__088,2,0.835505
hi__089,0,0.457988
hi__089,1,0.484700
hi__089,2,0.528961
hi__090,0,0.549445
hi__090,1,0.347483
hi__090,2,0.524257
hi__090,3,0.412481
hi__091,0,0.692509
hi__092,0,0.596890
hi__093,0,0.499141
hi__094,0,0.286064
hi__094,1,0.418992
hi__094,2,0.592239
hi__094,3,0.534748
hi__094,4,0.483388
hi__094,5,0.750937
hi__095,0,0.510884
hi__095,1,0.652281
hi__096,0,0.373502
hi__096,1,0.370137
hi__096,2,0.340879
hi__096,3,0.431894
hi__097,0,0.469305
hi__097,1,0.524703
hi__097,2,0.436404
hi__097,3,0.515238
hi__097,4,0.442519
hi__097,5,0.489691
hi__098,0,0.414282
hi__099,0,0.274336
hi__099,1,0.546584
