turn_id,pause_index,p_eot
hi__093,0,0.428201
hi__094,0,0.314697
hi__094,1,0.550581
hi__094,2,0.785419
hi__094,3,0.588118
hi__094,4,0.442501
hi__094,5,0.886338
hi__095,0,0.567943
hi__095,1,0.682958
hi__096,0,0.350779
hi__096,1,0.692441
hi__096,2,0.523952
hi__096,3,0.696535
hi__097,0,0.377233
hi__097,1,0.739045
hi__097,2,0.596751
hi__097,3,0.599528
hi__097,4,0.620067
hi__097,5,0.409443
hi__098,0,0.415219
hi__099,0,0.350799
hi__099,1,0.854509
