turn_id,pause_index,p_eot
hi__045,1,0.740254
hi__046,0,0.273636
hi__046,1,0.242752
hi__046,2,0.593764
hi__047,0,0.469165
hi__048,0,0.423484
hi__049,0,0.600817
hi__050,0,0.512997
hi__051,0,0.289341
hi__051,1,0.822371
hi__051,2,0.896002
hi__052,0,0.508157
hi__053,0,0.193991
hi__053,1,0.273505
hi__053,2,0.454095
hi__054,0,0.289184
hi__054,1,0.836818
hi__055,0,0.189688
hi__055,1,0.494684
hi__056,0,0.564807
hi__057,0,0.158067
hi__057,1,0.727964
hi__058,0,0.387552
hi__058,1,0.617664
hi__059,0,0.177812
hi__059,1,0.362068
hi__059,2,0.516710
hi__060,0,0.362292
hi__060,1,0.472650
hi__061,0,0.260396
hi__061,1,0.526515
hi__062,0,0.556203
hi__063,0,0.085381
hi__063,1,0.330824
hi__063,2,0.420060
hi__063,3,0.771283
hi__064,0,0.397061
hi__064,1,0.385505
hi__064,2,0.514546
hi__064,3,0.519994
hi__064,4,0.850632
hi__065,0,0.375796
hi__066,0,0.093451
hi__066,1,0.439422
hi__066,2,0.679083
hi__067,0,0.523271
hi__068,0,0.694124
hi__069,0,0.460885
hi__069,1,0.483263
hi__069,2,0.308121
hi__069,3,0.553655
hi__069,4,0.403213
hi__069,5,0.598314
hi__070,0,0.440420
hi__070,1,0.518623
hi__071,0,0.114107
hi__071,1,0.268861
hi__071,2,0.668803
hi__072,0,0.558095
hi__072,1,0.619016
hi__073,0,0.194208
hi__073,1,0.491568
hi__073,2,0.455791
hi__073,3,0.671208
hi__073,4,0.524591
hi__073,5,0.613170
hi__074,0,0.347344
hi__074,1,0.400556
hi__075,0,0.198190
hi__075,1,0.602741
hi__076,0,0.567978
hi__077,0,0.246749
hi__077,1,0.354218
hi__077,2,0.696393
hi__078,0,0.425368
hi__078,1,0.525810
hi__078,2,0.661577
hi__078,3,0.918282
hi__079,0,0.177691
hi__079,1,0.297285
hi__079,2,0.871411
hi__080,0,0.170134
hi__080,1,0.574040
hi__081,0,0.273998
hi__081,1,0.640084
hi__081,2,0.627909
hi__082,0,0.545171
hi__083,0,0.576589
hi__084,0,0.499624
hi__085,0,0.507001
hi__085,1,0.502219
hi__085,2,0.674140
hi__086,0,0.456736
hi__086,1,0.686907
hi__087,0,0.460907
hi__087,1,0.418511
hi__087,2,0.835982
hi__088,0,0.275011
hi__088,1,0.279408
hi__088,2,0.884555
hi__089,0,0.412990
hi__089,1,0.488201
hi__089,2,0.536031
hi__090,0,0.495228
hi__090,1,0.351819
hi__090,2,0.530831
hi__090,3,0.400285
hi__091,0,0.624770
hi__092,0,0.535256
hi__093,0,0.450226
hi__094,0,0.256798
hi__094,1,0.419499
hi__094,2,0.611268
hi__094,3,0.542431
hi__094,4,0.492702
hi__094,5,0.762842
hi__095,0,0.460563
hi__095,1,0.659969
hi__096,0,0.336392
hi__096,1,0.371244
hi__096,2,0.342606
hi__096,3,0.432387
hi__097,0,0.423045
hi__097,1,0.540378
hi__097,2,0.441010
hi__097,3,0.524012
hi__097,4,0.453623
hi__097,5,0.481907
hi__098,0,0.373284
hi__099,0,0.247584
hi__099,1,0.550341
