turn_id,pause_index,p_eot
hi__075,1,0.614718
hi__076,0,0.658559
hi__077,0,0.274875
hi__077,1,0.372872
hi__077,2,0.731466
hi__078,0,0.495138
hi__078,1,0.536727
hi__078,2,0.677998
hi__078,3,0.944996
hi__079,0,0.207177
hi__079,1,0.311502
hi__079,2,0.889906
hi__080,0,0.198112
hi__080,1,0.592031
hi__081,0,0.318576
hi__081,1,0.662150
hi__081,2,0.669296
hi__082,0,0.633586
hi__083,0,0.670352
hi__084,0,0.555840
hi__085,0,0.584487
hi__085,1,0.527582
hi__085,2,0.705157
hi__086,0,0.532184
hi__086,1,0.715823
hi__087,0,0.536313
hi__087,1,0.435229
hi__087,2,0.827622
hi__088,0,0.319554
hi__088,1,0.294548
hi__088,2,0.877280
hi__089,0,0.480887
hi__089,1,0.508935
hi__089,2,0.555409
hi__090,0,0.576917
hi__090,1,0.364857
hi__090,2,0.550470
hi__090,3,0.433106
hi__091,0,0.727135
hi__092,0,0.596890
hi__093,0,0.524098
hi__094,0,0.286064
hi__094,1,0.439942
hi__094,2,0.621851
hi__094,3,0.561485
hi__094,4,0.507557
hi__094,5,0.788483
hi__095,0,0.536428
hi__095,1,0.684895
hi__096,0,0.392177
hi__096,1,0.388644
hi__096,2,0.357923
hi__096,3,0.453489
hi__097,0,0.492770
hi__097,1,0.550938
hi__097,2,0.458224
hi__097,3,0.541000
hi__097,4,0.464645
hi__097,5,0.514176
hi__098,0,0.434996
hi__099,0,0.288053
hi__099,1,0.573913
