turn_id,pause_index,p_eot
hi__065,0,0.417614
hi__066,0,0.103982
hi__066,1,0.474576
hi__066,2,0.733409
hi__067,0,0.580916
hi__068,0,0.771236
hi__069,0,0.511996
hi__069,1,0.521924
hi__069,2,0.308121
hi__069,3,0.553655
hi__069,4,0.403213
hi__069,5,0.598314
hi__070,0,0.489164
hi__070,1,0.518623
hi__071,0,0.126701
hi__071,1,0.290370
hi__071,2,0.722308
hi__072,0,0.619322
hi__072,1,0.668538
hi__073,0,0.215928
hi__073,1,0.530894
hi__073,2,0.455791
hi__073,3,0.724904
hi__073,4,0.524591
hi__073,5,0.613170
hi__074,0,0.385297
hi__074,1,0.432601
hi__075,0,0.220543
hi__075,1,0.650960
hi__076,0,0.629791
hi__077,0,0.274402
hi__077,1,0.354218
hi__077,2,0.696393
hi__078,0,0.472274
hi__078,1,0.567874
hi__078,2,0.714503
hi__078,3,0.991745
hi__079,0,0.197394
hi__079,1,0.321068
hi__079,2,0.941124
hi__080,0,0.188918
hi__080,1,0.619963
hi__081,0,0.304097
hi__081,1,0.691291
hi__081,2,0.627909
hi__082,0,0.604969
hi__083,0,0.639913
hi__084,0,0.555372
hi__085,0,0.561108
hi__085,1,0.502219
hi__085,2,0.728072
hi__086,0,0.507271
hi__086,1,0.741859
hi__087,0,0.511670
hi__087,1,0.451992
hi__087,2,0.902861
hi__088,0,0.305157
hi__088,1,0.279408
hi__088,2,0.955319
hi__089,0,0.458581
hi__089,1,0.527257
hi__089,2,0.578914
hi__090,0,0.549984
hi__090,1,0.379965
hi__090,2,0.573297
hi__090,3,0.400285
hi__091,0,0.693629
hi__092,0,0.595449
hi__093,0,0.499881
hi__094,0,0.285575
hi__094,1,0.453059
hi__094,2,0.660169
hi__094,3,0.585826
hi__094,4,0.532118
hi__094,5,0.823869
hi__095,0,0.511452
hi__095,1,0.712767
hi__096,0,0.373680
hi__096,1,0.400944
hi__096,2,0.370015
hi__096,3,0.466977
hi__097,0,0.469802
hi__097,1,0.583608
hi__097,2,0.476291
hi__097,3,0.565933
hi__097,4,0.489913
hi__097,5,0.481907
hi__098,0,0.414601
hi__099,0,0.274841
hi__099,1,0.594368
