turn_id,pause_index,p_eot
hi__066,2,0.746991
hi__067,0,0.642283
hi__068,0,0.771245
hi__069,0,0.512589
hi__069,1,0.531590
hi__069,2,0.330174
hi__069,3,0.608513
hi__069,4,0.442713
hi__069,5,0.657645
hi__070,0,0.539345
hi__070,1,0.569991
hi__071,0,0.139921
hi__071,1,0.295747
hi__071,2,0.735684
hi__072,0,0.686426
hi__072,1,0.680918
hi__073,0,0.214292
hi__073,1,0.540725
hi__073,2,0.501120
hi__073,3,0.738329
hi__073,4,0.553920
hi__073,5,0.672552
hi__074,0,0.428036
hi__074,1,0.440439
hi__075,0,0.212919
hi__075,1,0.663015
hi__076,0,0.701322
hi__077,0,0.271670
hi__077,1,0.388851
hi__077,2,0.765821
hi__078,0,0.521859
hi__078,1,0.578391
hi__078,2,0.727735
hi__078,3,1.000000
hi__079,0,0.197641
hi__079,1,0.327014
hi__079,2,0.958552
hi__080,0,0.208601
hi__080,1,0.631444
hi__081,0,0.336328
hi__081,1,0.704093
hi__081,2,0.682452
hi__082,0,0.670594
hi__083,0,0.708797
hi__084,0,0.552660
hi__085,0,0.631914
hi__085,1,0.551367
hi__085,2,0.741555
hi__086,0,0.559411
hi__086,1,0.755597
hi__087,0,0.565795
hi__087,1,0.460362
hi__087,2,0.919581
hi__088,0,0.338380
hi__088,1,0.306372
hi__088,2,0.973010
hi__089,0,0.506399
hi__089,1,0.537022
hi__089,2,0.589634
hi__090,0,0.606761
hi__090,1,0.387001
hi__090,2,0.583914
hi__090,3,0.429897
hi__091,0,0.766625
hi__092,0,0.581311
hi__093,0,0.552313
hi__094,0,0.282754
hi__094,1,0.461212
hi__094,2,0.672395
hi__094,3,0.596674
hi__094,4,0.541972
hi__094,5,0.839126
hi__095,0,0.564473
hi__095,1,0.725966
hi__096,0,0.374215
hi__096,1,0.408035
hi__096,2,0.376475
hi__096,3,0.475216
hi__097,0,0.518420
hi__097,1,0.594416
hi__097,2,0.485111
hi__097,3,0.576413
hi__097,4,0.498986
hi__097,5,0.523357
hi__098,0,0.457112
hi__099,0,0.303990
hi__099,1,0.605375
