turn_id,pause_index,p_eot
hi__073,4,0.770774
hi__073,5,0.531847
hi__074,0,0.552306
hi__074,1,0.458801
hi__075,0,0.178109
hi__075,1,0.595042
hi__076,0,0.442940
hi__077,0,0.152804
hi__077,1,0.285585
hi__077,2,0.612079
hi__078,0,0.503469
hi__078,1,0.586161
hi__078,2,0.577037
hi__078,3,0.848543
hi__079,0,0.328862
hi__079,1,0.440939
hi__079,2,0.873544
hi__080,0,0.196052
hi__080,1,0.617038
hi__081,0,0.287649
hi__081,1,0.618032
hi__081,2,0.516273
hi__082,0,0.423199
hi__083,0,0.548203
hi__084,0,0.490784
hi__085,0,0.575172
hi__085,1,0.457191
hi__085,2,0.631839
hi__086,0,0.582434
hi__086,1,0.650904
hi__087,0,0.599877
hi__087,1,0.356781
hi__087,2,0.907958
hi__088,0,0.488457
hi__088,1,0.353297
hi__088,2,0.937591
hi__089,0,0.340372
hi__089,1,0.275829
hi__089,2,0.390579
hi__090,0,0.468891
hi__090,1,0.406396
hi__090,2,0.678725
hi__090,3,0.253360
hi__091,0,0.535012
hi__092,0,0.093870
hi__093,0,0.385666
hi__094,0,0.282985
hi__094,1,0.509798
hi__094,2,0.727240
hi__094,3,0.544554
hi__094,4,0.409723
hi__094,5,0.820684
hi__095,0,0.511432
hi__095,1,0.632369
hi__096,0,0.315776
hi__096,1,0.641149
hi__096,2,0.485141
hi__096,3,0.644940
hi__097,0,0.339689
hi__097,1,0.684301
hi__097,2,0.552547
hi__097,3,0.555119
hi__097,4,0.574137
hi__097,5,0.409443
hi__098,0,0.373840
hi__099,0,0.316009
hi__099,1,0.791212
