turn_id,pause_index,p_eot
hi__078,3,0.831646
hi__079,0,0.365173
hi__079,1,0.440024
hi__079,2,0.849604
hi__080,0,0.217421
hi__080,1,0.606073
hi__081,0,0.318521
hi__081,1,0.608893
hi__081,2,0.524096
hi__082,0,0.468412
hi__083,0,0.607001
hi__084,0,0.545233
hi__085,0,0.631502
hi__085,1,0.457410
hi__085,2,0.629438
hi__086,0,0.646329
hi__086,1,0.646005
hi__087,0,0.664781
hi__087,1,0.353365
hi__087,2,0.856074
hi__088,0,0.540545
hi__088,1,0.354706
hi__088,2,0.885601
hi__089,0,0.377457
hi__089,1,0.273851
hi__089,2,0.385427
hi__090,0,0.520225
hi__090,1,0.401386
hi__090,2,0.670320
hi__090,3,0.261080
hi__091,0,0.592990
hi__092,0,0.104679
hi__093,0,0.427567
hi__094,0,0.314331
hi__094,1,0.509127
hi__094,2,0.704601
hi__094,3,0.536840
hi__094,4,0.401977
hi__094,5,0.807876
hi__095,0,0.567312
hi__095,1,0.625002
hi__096,0,0.350611
hi__096,1,0.639238
hi__096,2,0.482695
hi__096,3,0.644206
hi__097,0,0.376835
hi__097,1,0.664451
hi__097,2,0.546776
hi__097,3,0.545824
hi__097,4,0.560083
hi__097,5,0.416056
hi__098,0,0.414900
hi__099,0,0.350155
hi__099,1,0.785810
