turn_id,pause_index,p_eot
hi__082,0,0.526316
hi__083,0,0.526316
hi__084,0,0.526316
hi__085,0,0.526316
hi__085,1,0.526316
hi__085,2,0.526316
hi__086,0,0.526316
hi__086,1,0.526316
hi__087,0,0.526316
hi__087,1,0.500000
hi__087,2,0.750000
hi__088,0,0.333333
hi__088,1,0.304053
hi__088,2,0.835870
hi__089,0,0.526316
hi__089,1,0.526316
hi__089,2,0.526316
hi__090,0,0.526316
hi__090,1,0.333333
hi__090,2,0.526316
hi__090,3,0.500000
hi__091,0,0.526316
hi__092,0,0.526316
hi__093,0,0.526316
hi__094,0,0.333333
hi__094,1,0.500000
hi__094,2,0.526316
hi__094,3,0.526316
hi__094,4,0.526316
hi__094,5,0.526316
hi__095,0,0.526316
hi__095,1,0.526316
hi__096,0,0.333333
hi__096,1,0.333333
hi__096,2,0.333333
hi__096,3,0.500000
hi__097,0,0.526316
hi__097,1,0.526316
hi__097,2,0.502586
hi__097,3,0.526316
hi__097,4,0.514052
hi__097,5,0.526316
hi__098,0,0.500000
hi__099,0,0.021264
hi__099,1,0.526316
