turn_id,pause_index,p_eot
hi__061,0,0.311791
hi__061,1,0.556326
hi__062,0,0.667370
hi__063,0,0.095060
hi__063,1,0.361943
hi__063,2,0.451182
hi__063,3,0.822710
hi__064,0,0.476350
hi__064,1,0.416317
hi__064,2,0.557386
hi__064,3,0.571477
hi__064,4,0.898652
hi__065,0,0.451158
hi__066,0,0.104278
hi__066,1,0.461042
hi__066,2,0.701990
hi__067,0,0.626317
hi__068,0,0.832907
hi__069,0,0.552742
hi__069,1,0.521143
hi__069,2,0.343063
hi__069,3,0.598570
hi__069,4,0.436480
hi__069,5,0.646794
hi__070,0,0.527884
hi__070,1,0.560719
hi__071,0,0.136656
hi__071,1,0.280787
hi__071,2,0.668803
hi__072,0,0.667175
hi__072,1,0.656034
hi__073,0,0.216210
hi__073,1,0.517036
hi__073,2,0.492561
hi__073,3,0.717902
hi__073,4,0.584081
hi__073,5,0.664608
hi__074,0,0.414738
hi__074,1,0.428838
hi__075,0,0.221207
hi__075,1,0.632282
hi__076,0,0.677375
hi__077,0,0.274875
hi__077,1,0.383525
hi__077,2,0.752365
hi__078,0,0.509285
hi__078,1,0.552062
hi__078,2,0.697370
hi__078,3,0.971996
hi__079,0,0.213096
hi__079,1,0.320402
hi__079,2,0.915332
hi__080,0,0.203772
hi__080,1,0.608946
hi__081,0,0.327678
hi__081,1,0.681068
hi__081,2,0.688418
hi__082,0,0.651688
hi__083,0,0.689505
hi__084,0,0.555840
hi__085,0,0.601187
hi__085,1,0.542655
hi__085,2,0.725304
hi__086,0,0.547390
hi__086,1,0.736275
hi__087,0,0.551636
hi__087,1,0.447664
hi__087,2,0.851268
hi__088,0,0.328684
hi__088,1,0.302964
hi__088,2,0.902345
hi__089,0,0.494627
hi__089,1,0.523476
hi__089,2,0.571278
hi__090,0,0.593400
hi__090,1,0.375281
hi__090,2,0.566197
hi__090,3,0.445480
hi__091,0,0.747910
hi__092,0,0.596890
hi__093,0,0.539072
hi__094,0,0.286064
hi__094,1,0.452512
hi__094,2,0.639618
hi__094,3,0.577527
hi__094,4,0.522059
hi__094,5,0.811012
hi__095,0,0.551755
hi__095,1,0.704464
hi__096,0,0.403382
hi__096,1,0.399748
hi__096,2,0.368149
hi__096,3,0.466446
hi__097,0,0.506850
hi__097,1,0.566679
hi__097,2,0.471316
hi__097,3,0.556457
hi__097,4,0.477921
hi__097,5,0.528867
hi__098,0,0.447425
hi__099,0,0.296283
hi__099,1,0.590310
