turn_id,pause_index,label,audio_file,pause_start,pause_end,pause_index,pause_start,ipi,log_pause_start,log_ipi,is_first_pause,is_late_pause,lang_id,energy_mean_local,energy_final,energy_decay_slope,energy_decay_drop,energy_slope_short,pre_pause_rms_db,rms_ratio_50_200,energy_vs_turn_med,f0_mean_turn,f0_median_turn,f0_final,f0_std_local,f0_slope_last_voiced,f0_slope_terminal,rel_final_pitch_med,rel_final_pitch_mean,fall_flag,rise_flag,fall_score,rise_score,final_voiced_dur,mean_voiced_run_dur,final_lengthening,final_lengthening_med,speaking_rate,voiced_frac_turn,voiced_frac_local,n_voiced_runs,trailing_unvoiced_s,spec_centroid,spec_bandwidth,spec_flatness,spec_low_high,zcr
hi__006,0.0,hold,audio/hi__006.wav,7.400000095367432,7.7,0.0,7.400000095367432,7.400000095367432,2.1282317638397217,2.1282317638397217,1.0,0.0,1.0,-28.24203109741211,-59.035728454589844,-1.0679069757461548,24.059019088745117,-2.2972586154937744,-57.160160064697266,-30.559904098510742,-30.396339416503906,160.89625549316406,136.75213623046875,262.0271911621094,89.91034698486328,0.0,-9.67523193359375,1.9160737991333008,1.6285474300384521,0.0,0.0,-25.0,45.80369186401367,0.019999999552965164,0.3095000088214874,0.06462035328149796,0.07692307978868484,2.8378379344940186,0.8426051735877991,0.753333330154419,21.0,0.05999999865889549,1030.95947265625,1613.75244140625,0.262692928314209,0.6213112473487854,0.04062499850988388
hi__006,1.0,hold,audio/hi__006.wav,11.5,11.8,1.0,11.5,3.799999952316284,2.525728702545166,1.5686159133911133,0.0,0.0,1.0,-42.365684509277344,-109.2131118774414,-2.9096968173980713,66.89572143554688,-1.9067649841308594,-105.74932861328125,-19.8687686920166,-81.06863403320312,147.25900268554688,125.9842529296875,106.84355163574219,43.31340408325195,0.0,0.9534772038459778,0.8480706810951233,0.725548505783081,0.0,0.0,7.596465587615967,0.0,0.009999999776482582,0.21590909361839294,0.046315789222717285,0.095238097012043,3.91304349899292,0.8291194438934326,0.746666669845581,45.0,0.15000000596046448,3058.789306640625,2253.105224609375,0.7857805490493774,-0.2594362199306488,0.03593749925494194
hi__006,2.0,eot,audio/hi__006.wav,14.5,15.347,2.0,14.5,2.700000047683716,2.740839958190918,1.3083328008651733,0.0,1.0,1.0,-26.716936111450195,-91.58806610107422,-1.9066427946090698,35.44819641113281,-4.798768520355225,-92.89690399169922,-57.750518798828125,-64.52224731445312,139.91578674316406,120.30075073242188,92.40962219238281,7.539557933807373,1.0136171579360962,0.11530771106481552,0.7681549787521362,0.6604660153388977,0.0,0.0,10.578633308410645,1.0136171579360962,0.05999999865889549,0.18822580575942993,0.3187660574913025,0.6666666865348816,4.344827651977539,0.8106427192687988,0.8866666555404663,63.0,0.07000000029802322,1627.119384765625,2141.8369140625,0.3919743597507477,0.3885580897331238,0.09661458432674408
hi__007,0.0,hold,audio/hi__007.wav,3.299999952316284,3.6,0.0,3.299999952316284,3.299999952316284,1.4586150646209717,1.4586150646209717,1.0,0.0,1.0,-21.501501083374023,-71.85111999511719,-1.1244081258773804,19.338275909423828,-4.276705265045166,-77.79479217529297,-47.33464050292969,1.2047271728515625,132.57809448242188,112.67605590820312,201.18931579589844,26.54105567932129,0.0,11.830641746520996,1.7855552434921265,1.5175155401229858,0.0,0.0,-25.0,39.27775955200195,0.009999999776482582,0.1409090906381607,0.07096774131059647,0.3333333432674408,3.6363637447357178,0.47706422209739685,0.9266666769981384,12.0,0.0,606.7491455078125,1108.529541015625,0.11003737151622772,0.775070071220398,0.07604166865348816
hi__007,1.0,hold,audio/hi__007.wav,4.5,4.9,1.0,4.5,0.8999999761581421,1.7047480344772339,0.6418538689613342,0.0,0.0,1.0,-48.47069549560547,-88.43287658691406,-1.3777879476547241,25.00061798095703,-5.267024993896484,-89.90564727783203,-53.795860290527344,-34.74543762207031,134.80567932128906,112.67605590820312,131.2814178466797,59.90968322753906,1.13131582736969,-2.9261128902435303,1.165122628211975,0.9738567471504211,0.0,1.0,-9.387445449829102,9.387445449829102,0.3400000035762787,0.11437500268220901,2.972677707672119,13.600000381469727,3.777777671813965,0.4854586124420166,0.6000000238418579,17.0,0.05000000074505806,869.619384765625,1666.3863525390625,0.21968330442905426,0.6831951141357422,0.03177083283662796
hi__007,2.0,hold,audio/hi__007.wav,6.199999809265137,6.8,2.0,6.199999809265137,1.2999999523162842,1.974081039428711,0.832909107208252,0.0,1.0,1.0,-42.2600212097168,-59.1255989074707,-0.17936676740646362,6.645561218261719,-2.8637537956237793,-56.605525970458984,-29.28374671936035,-12.349376678466797,132.3839569091797,113.47517395019531,115.4201431274414,51.170997619628906,0.0,1.9793962240219116,1.0171400308609009,0.8718590140342712,0.0,0.0,-0.8570020794868469,0.8570020794868469,0.019999999552965164,0.13208332657814026,0.15141956508159637,0.6666666865348816,4.032258033752441,0.5170178413391113,0.6800000071525574,25.0,0.05000000074505806,1456.6978759765625,1253.5313720703125,0.22764955461025238,0.25136852264404297,0.0651041641831398
hi__007,3.0,hold,audio/hi__007.wav,7.599999904632568,8.2,3.0,7.599999904632568,0.800000011920929,2.1517622470855713,0.5877866744995117,0.0,1.0,1.0,-62.9774284362793,-75.01902770996094,-0.7968927025794983,15.475183486938477,-4.571475028991699,-78.01799011230469,-47.60386276245117,-27.39134979248047,130.6174774169922,111.88811492919922,118.12579345703125,72.23674011230469,0.4461216628551483,-0.8093788623809814,1.0557492971420288,0.9043643474578857,0.0,1.0,-3.23358416557312,3.23358416557312,0.05999999865889549,0.1270967721939087,0.4720812141895294,1.5,4.210526466369629,0.5284016132354736,0.5600000023841858,32.0,0.0,600.4588623046875,1255.7008056640625,0.13259410858154297,0.7807497978210449,0.04348958283662796
hi__007,4.0,hold,audio/hi__007.wav,8.699999809265137,8.9,4.0,8.699999809265137,0.5,2.2721259593963623,0.40546509623527527,0.0,1.0,1.0,-60.915828704833984,-67.36688232421875,-1.0944280624389648,19.291423797607422,-3.748351812362671,-70.65616607666016,-40.19551467895508,-15.882484436035156,128.85610961914062,111.88811492919922,121.83354187011719,20.443588256835938,0.7476485967636108,-1.8347896337509155,1.0888872146606445,0.9455006718635559,0.0,1.0,-5.19201135635376,5.19201135635376,0.4399999976158142,0.12212121486663818,3.602977752685547,11.0,3.908046007156372,0.5155709385871887,0.5533333420753479,34.0,0.0,539.9447021484375,1131.65625,0.11146635562181473,0.8089041709899902,0.02968749962747097
hi__007,5.0,eot,audio/hi__007.wav,9.699999809265137,10.372,5.0,9.699999809265137,0.800000011920929,2.370243787765503,0.5877866744995117,0.0,1.0,1.0,-43.84294891357422,-70.25524139404297,-0.5733458995819092,6.744659423828125,-4.187305450439453,-71.34457397460938,-44.09518051147461,-22.687335968017578,129.49493408203125,111.11111450195312,265.19842529296875,71.70530700683594,-38.54308319091797,15.88367748260498,2.3867857456207275,2.0479443073272705,0.0,0.0,13.543084144592285,30.79620361328125,0.05999999865889549,0.13131578266620636,0.4569138288497925,1.5,4.020618438720703,0.5222337245941162,0.6933333277702332,39.0,0.0,1033.6922607421875,1517.7193603515625,0.25043559074401855,0.5645502209663391,0.02656250074505806
hi__008,0.0,eot,audio/hi__008.wav,4.5,5.646,0.0,4.5,4.5,1.7047480344772339,1.7047480344772339,1.0,0.0,1.0,-36.514923095703125,-69.68465423583984,-1.3231241703033447,27.057350158691406,-1.9693812131881714,-75.74308776855469,-32.95977783203125,-36.581031799316406,216.5220947265625,213.3333282470703,256.0507507324219,50.91276168823242,0.0,18.449689865112305,1.2002378702163696,1.1825617551803589,0.0,0.0,-10.011896133422852,10.011896133422852,0.009999999776482582,0.3059999942779541,0.03267974033951759,0.0476190485060215,2.444444417953491,0.6868008971214294,0.8733333349227905,11.0,0.0,2225.394775390625,1562.449951171875,0.30223292112350464,-0.06401380151510239,0.140625
hi__009,0.0,eot,audio/hi__009.wav,4.099999904632568,5.033,0.0,4.099999904632568,4.099999904632568,1.6292405128479004,1.6292405128479004,1.0,0.0,1.0,-34.20097732543945,-90.13893127441406,-1.5734400749206543,29.264583587646484,-3.992851972579956,-91.22509002685547,-49.85187530517578,-60.989952087402344,246.15396118164062,237.050048828125,83.81303405761719,56.23341369628906,0.0,-2.0567288398742676,0.35356682538986206,0.34049028158187866,0.0,0.0,32.321659088134766,0.0,0.009999999776482582,0.38624998927116394,0.025889968499541283,0.0235294122248888,2.195122003555298,0.7616707682609558,0.8399999737739563,9.0,0.07999999821186066,2495.598388671875,2409.57470703125,0.6562072038650513,0.027770254760980606,0.14218750596046448
hi__010,0.0,hold,audio/hi__010.wav,4.099999904632568,4.3,0.0,4.099999904632568,4.099999904632568,1.6292405128479004,1.6292405128479004,1.0,0.0,1.0,-23.888967514038086,-67.443359375,-1.3569707870483398,24.012540817260742,-3.2900969982147217,-69.21578979492188,-44.58689880371094,-40.74505615234375,183.4263916015625,145.4545440673828,159.69361877441406,70.45568084716797,0.0,-0.40985432267189026,1.0978935956954956,0.8706141710281372,0.0,0.0,-4.894681930541992,4.894681930541992,0.009999999776482582,0.17235293984413147,0.05802047625184059,0.1428571492433548,4.390244007110596,0.7223587036132812,0.9133333563804626,18.0,0.019999999552965164,2543.477783203125,2271.226806640625,0.48337262868881226,0.010328847914934158,0.18958333134651184
hi__010,1.0,hold,audio/hi__010.wav,6.300000190734863,7.0,1.0,6.300000190734863,2.0,1.9878743886947632,1.0986123085021973,0.0,0.0,1.0,-23.613496780395508,-84.09867858886719,-1.8832695484161377,37.40713882446289,-4.23899507522583,-85.21049499511719,-55.82756042480469,-63.089229583740234,175.73036193847656,136.75213623046875,185.97708129882812,58.7817268371582,0.20319312810897827,-9.056757926940918,1.3599574565887451,1.0583093166351318,0.0,1.0,-18.20106315612793,18.20106315612793,0.9700000286102295,0.18380951881408691,5.277202129364014,13.857142448425293,3.492063522338867,0.7703348994255066,0.9399999976158142,22.0,0.05999999865889549,1450.647216796875,1975.892333984375,0.3823055624961853,0.477954238653183,0.11171875149011612
hi__010,2.0,hold,audio/hi__010.wav,11.0,11.6,2.0,11.0,4.0,2.4849066734313965,1.6094379425048828,0.0,1.0,1.0,-29.12158203125,-65.4673080444336,-0.26059454679489136,5.870851516723633,-4.275027275085449,-71.7573013305664,-48.198551177978516,-43.795875549316406,166.98431396484375,132.2313995361328,227.3202362060547,60.49513244628906,0.0,17.862768173217773,1.7191094160079956,1.3613269329071045,0.0,0.0,-25.0,35.955467224121094,0.009999999776482582,0.1804545521736145,0.05541561543941498,0.1666666716337204,4.090909004211426,0.7247037291526794,0.8133333325386047,45.0,0.0,612.1117553710938,1294.666259765625,0.11401765048503876,0.8308656811714172,0.04062499850988388
hi__010,3.0,eot,audio/hi__010.wav,11.899999618530273,12.166,3.0,11.899999618530273,0.30000001192092896,2.557227373123169,0.2623642683029175,0.0,1.0,1.0,-60.293113708496094,-58.876365661621094,1.2272189855575562,-12.667339324951172,0.17769956588745117,-58.602622985839844,-15.957463264465332,-34.37673568725586,168.34298706054688,133.3333282470703,233.58193969726562,74.28590393066406,0.0,-16.26920509338379,1.7518646717071533,1.3875359296798706,0.0,0.0,-25.0,37.593231201171875,0.019999999552965164,0.1617647111415863,0.12363636493682861,0.4000000059604645,4.369748115539551,0.6967144012451172,0.5066666603088379,52.0,0.009999999776482582,997.3834228515625,1483.1932373046875,0.22776351869106293,0.6469669342041016,0.04843749850988388
hi__011,0.0,hold,audio/hi__011.wav,6.0,6.5,0.0,6.0,6.0,1.945910096168518,1.945910096168518,1.0,0.0,1.0,-42.32638168334961,-86.75590515136719,-0.9108160138130188,4.317546844482422,-5.855381011962891,-87.69381713867188,-58.140472412109375,-52.15070343017578,203.45059204101562,197.53086853027344,161.1018829345703,57.29104995727539,0.0,-8.472434997558594,0.815578281879425,0.7918477058410645,0.0,0.0,9.221086502075195,0.0,0.009999999776482582,0.13857142627239227,0.07216494530439377,0.1818181872367859,4.833333492279053,0.6515913009643555,0.7266666889190674,29.0,0.019999999552965164,436.9247741699219,1019.1438598632812,0.08781199902296066,0.8865615129470825,0.06692708283662796
hi__011,1.0,hold,audio/hi__011.wav,10.5,11.2,1.0,10.5,4.0,2.4423470497131348,1.6094379425048828,0.0,0.0,1.0,-38.557838439941406,-107.9577407836914,-2.3781752586364746,50.46278381347656,-3.77675724029541,-107.92257690429688,-51.701255798339844,-75.34880828857422,203.9333038330078,197.53086853027344,226.64901733398438,60.28446960449219,0.0,-0.7840303182601929,1.1474106311798096,1.1113879680633545,0.0,0.0,-7.37053108215332,7.37053108215332,0.009999999776482582,0.1213793084025383,0.08238636702299118,0.2222222238779068,5.61904764175415,0.6733524203300476,0.7266666889190674,59.0,0.12999999523162842,3324.414306640625,2365.072998046875,0.8102753162384033,-0.3120254874229431,0.07473958283662796
hi__011,2.0,eot,audio/hi__011.wav,12.199999809265137,13.343,2.0,12.199999809265137,1.0,2.580216884613037,0.6931471824645996,0.0,1.0,1.0,-61.78289031982422,-71.97154998779297,-0.9718189835548401,20.670276641845703,-1.40609872341156,-74.21800994873047,-22.322017669677734,-36.0375862121582,201.53590393066406,197.53086853027344,205.4226531982422,66.12640380859375,0.3723767101764679,-2.5998287200927734,1.0399521589279175,1.0192856788635254,0.0,0.0,-2.3699846267700195,2.3699846267700195,0.23999999463558197,0.11088234931230545,2.1644561290740967,6.0,5.65573787689209,0.639276921749115,0.4866666793823242,69.0,0.14000000059604645,2141.9462890625,1421.07470703125,0.28544488549232483,-0.150146484375,0.29765623807907104
hi__012,0.0,hold,audio/hi__012.wav,4.5,4.9,0.0,4.5,4.5,1.7047480344772339,1.7047480344772339,1.0,0.0,1.0,-31.715396881103516,-88.57585906982422,-1.587892770767212,29.631010055541992,-4.03199577331543,-90.9585952758789,-49.06755447387695,-61.81971740722656,150.18896484375,145.4545440673828,214.3533477783203,25.70227813720703,0.0,1.2963227033615112,1.4736793041229248,1.4272243976593018,0.0,0.0,-23.683963775634766,23.683963775634766,0.009999999776482582,0.2530769109725952,0.03951367735862732,0.3333333432674408,3.1111111640930176,0.7382550239562988,0.8866666555404663,14.0,0.07999999821186066,1591.2362060546875,1867.072265625,0.43615028262138367,0.30539608001708984,0.10598958283662796
hi__012,1.0,hold,audio/hi__012.wav,13.300000190734863,13.5,1.0,13.300000190734863,8.399999618530273,2.660259485244751,2.2407097816467285,0.0,0.0,1.0,-30.973926544189453,-58.51633834838867,-0.5711101293563843,20.641647338867188,-0.2648053765296936,-60.70243835449219,-4.579399585723877,-32.001731872558594,141.271728515625,131.1475372314453,237.493408203125,37.57637023925781,-42.83528137207031,19.02254867553711,1.810887336730957,1.6811106204986572,0.0,0.0,17.835281372070312,-2.290916919708252,0.029999999329447746,0.18285714089870453,0.1640625,0.8571428656578064,4.285714149475098,0.7739261388778687,0.8666666746139526,57.0,0.019999999552965164,3080.601806640625,1744.4144287109375,0.4966845214366913,-0.48714369535446167,0.3645833432674408
hi__012,2.0,hold,audio/hi__012.wav,22.700000762939453,23.0,2.0,22.700000762939453,9.199999809265137,3.1654751300811768,2.3223876953125,0.0,1.0,1.0,-30.692304611206055,-76.8125,-0.44674214720726013,0.6008796691894531,-4.936516761779785,-82.4674072265625,-53.78695297241211,-50.954200744628906,131.14503479003906,121.21212005615234,150.5545196533203,48.43743133544922,0.0,14.8290433883667,1.2420748472213745,1.1480001211166382,0.0,0.0,-12.103739738464355,12.103739738464355,0.009999999776482582,0.15782608091831207,0.06336088478565216,0.20000000298023224,5.110132217407227,0.8010586500167847,0.8733333349227905,116.0,0.009999999776482582,365.6661682128906,800.5095825195312,0.06315073370933533,0.8550190329551697,0.09218750149011612
hi__012,3.0,hold,audio/hi__012.wav,29.700000762939453,29.8,3.0,29.700000762939453,6.699999809265137,3.424262762069702,2.0412204265594482,0.0,1.0,1.0,-33.60625076293945,-90.63284301757812,-1.8732295036315918,36.24030303955078,-3.7179813385009766,-90.61333465576172,-53.50762939453125,-65.14266204833984,131.52146911621094,122.13740539550781,84.24005889892578,63.38960647583008,-0.22607965767383575,-0.19206158816814423,0.6897155046463013,0.6405042409896851,1.0,0.0,15.74030590057373,-0.22607965767383575,0.3199999928474426,0.1604761928319931,1.994065284729004,4.5714287757873535,4.9831647872924805,0.8058645129203796,0.8066666722297668,148.0,0.12999999523162842,2963.07421875,2405.5810546875,0.7326682209968567,-0.1820688545703888,0.1380208283662796
hi__012,4.0,hold,audio/hi__012.wav,33.0,33.1,4.0,33.0,3.200000047683716,3.526360511779785,1.435084581375122,0.0,1.0,1.0,-37.65501022338867,-76.54703521728516,-0.9549885392189026,16.490509033203125,-2.0743207931518555,-75.2519302368164,-22.578182220458984,-51.25996017456055,132.92996215820312,124.031005859375,319.9764099121094,72.58676147460938,40.80790328979492,26.301719665527344,2.5798099040985107,2.4071052074432373,0.0,1.0,-65.80790710449219,119.79839324951172,0.05000000074505806,0.16240741312503815,0.30786773562431335,0.7142857313156128,4.939393997192383,0.7995147109031677,0.6600000262260437,163.0,0.09000000357627869,1831.832763671875,1825.061767578125,0.48666912317276,0.16071949899196625,0.13437500596046448
hi__012,5.0,eot,audio/hi__012.wav,39.099998474121094,41.471,5.0,39.099998474121094,6.0,3.6913764476776123,1.945910096168518,0.0,1.0,1.0,-33.686710357666016,-102.77946472167969,-2.221752166748047,40.37140655517578,-6.283112049102783,-105.5633773803711,-74.82946014404297,-77.61956787109375,132.50572204589844,121.21212005615234,275.7944030761719,91.1169204711914,0.0,38.746280670166016,2.275303840637207,2.0813772678375244,0.0,0.0,-25.0,63.765193939208984,0.019999999552965164,0.15497513115406036,0.12905296683311462,0.2857142984867096,5.166240215301514,0.7977988123893738,0.8133333325386047,202.0,0.07000000029802322,3150.40087890625,2539.19384765625,0.7318694591522217,-0.19626003503799438,0.09088541567325592
hi__013,0.0,eot,audio/hi__013.wav,2.0999999046325684,2.733,0.0,2.0999999046325684,2.0999999046325684,1.1314021348953247,1.1314021348953247,1.0,0.0,1.0,-67.73780059814453,-58.933998107910156,-0.8843638896942139,16.24510955810547,-2.9996414184570312,-60.55026626586914,-28.085065841674805,61.06599426269531,149.75051879882812,146.7889862060547,143.93246459960938,12.65318775177002,0.08694304525852203,-0.2996559739112854,0.9805399179458618,0.9611483812332153,0.0,0.0,0.8860596418380737,0.08694304525852203,0.800000011920929,0.800000011920929,1.0,1.0,0.4761904776096344,0.3864734172821045,0.5333333611488342,1.0,0.0,838.1680297851562,1224.409423828125,0.13522009551525116,0.6188113689422607,0.03333333507180214
hi__014,0.0,hold,audio/hi__014.wav,2.9000000953674316,3.3,0.0,2.9000000953674316,2.9000000953674316,1.3609765768051147,1.3609765768051147,1.0,0.0,1.0,-31.81414794921875,-71.67573547363281,-1.7285799980163574,36.10796356201172,-1.6721296310424805,-71.42573547363281,-23.337081909179688,-34.03272247314453,180.70025634765625,181.81817626953125,192.24295043945312,21.602293014526367,1.4015495777130127,0.06326321512460709,1.0573362112045288,1.0638775825500488,0.0,1.0,-4.268362522125244,4.268362522125244,0.47999998927116394,0.4033333361148834,1.1900826692581177,1.9199999570846558,1.3793103694915771,0.588850200176239,0.9133333563804626,4.0,0.029999999329447746,1719.9105224609375,1957.7994384765625,0.45749035477638245,0.2712956964969635,0.09010417014360428
hi__014,1.0,hold,audio/hi__014.wav,5.199999809265137,5.4,1.0,5.199999809265137,1.899999976158142,1.8245493173599243,1.0647107362747192,0.0,0.0,1.0,-28.73809242248535,-59.73906326293945,-1.052080750465393,21.495391845703125,-1.5551095008850098,-60.30000305175781,-24.363557815551758,-25.01272964477539,190.03004455566406,188.23529052734375,231.90145874023438,40.45787811279297,-0.138864666223526,1.6541047096252441,1.2319765090942383,1.2203409671783447,0.0,0.0,-11.459961891174316,11.459961891174316,0.5299999713897705,0.1926666647195816,2.7508649826049805,8.833333015441895,3.076923131942749,0.6615086793899536,0.9333333373069763,16.0,0.0,747.9348754882812,1153.657958984375,0.1166628822684288,0.7542567849159241,0.06406249850988388
